time_epoch,time,temp_c,temp_f,is_day,condition,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,snow_cm,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv,condition_text,condition_icon,condition_code,date,open,high,low,close,volume
1747332000,2025-05-15 14:00:00,20.0,68.1,1,"{'text': 'Moderate or heavy rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/356.png', 'code': 1243}",5.6,9.0,138,SE,1012.0,29.87,3.4,0.13,0.0,84,100,20.0,68.1,20.0,68.1,20.0,68.1,16.6,61.8,1,100,0,0,10.0,6.0,16.0,25.8,5.0,,,0,2025-05-15,265.4199,266.75,265.32,266.24,500852
1747335600,2025-05-15 15:00:00,18.8,65.8,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",6.7,10.8,144,SE,1011.0,29.85,0.0,0.0,0.0,85,100,18.8,65.8,18.8,65.8,18.8,65.8,16.2,61.2,0,0,0,0,10.0,6.0,15.5,25.0,4.0,,,0,2025-05-15,266.26,267.43,266.26,266.7,1316490
1747339200,2025-05-15 16:00:00,20.6,69.0,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",8.3,13.3,143,SE,1011.0,29.84,0.0,0.0,0.0,85,100,20.6,69.0,20.6,69.0,20.6,69.0,17.3,63.2,0,0,0,0,10.0,6.0,12.0,19.4,5.0,,,0,2025-05-15,266.91,267.15,266.25,266.68,2394474
1747342800,2025-05-15 17:00:00,20.5,68.8,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",8.1,13.0,147,SSE,1010.0,29.84,0.0,0.0,0.0,86,100,20.5,68.8,20.5,68.8,20.5,68.8,17.5,63.5,0,0,0,0,10.0,6.0,12.0,19.4,5.0,,,0,2025-05-15,266.3,266.99,266.01,266.68,1418
1747346400,2025-05-15 18:00:00,20.1,68.1,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",6.5,10.4,153,SSE,1010.0,29.84,0.0,0.0,0.0,92,100,20.1,68.1,20.1,68.1,20.1,68.1,17.4,63.3,0,0,0,0,10.0,6.0,8.1,13.1,5.0,,,0,2025-05-15,266.669,266.68,266.0201,266.65,694922
1747350000,2025-05-15 19:00:00,19.1,66.3,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",6.0,9.7,145,SE,1010.0,29.84,0.0,0.0,0.0,95,100,19.1,66.3,19.1,66.3,19.1,66.3,17.3,63.2,0,0,0,0,10.0,6.0,7.9,12.6,4.0,,,0,2025-05-15,266.68,266.68,266.0862,266.4,693385
1747382400,2025-05-16 04:00:00,16.1,60.9,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",2.0,3.2,250,WSW,1009.0,29.79,0.0,0.0,0.0,98,100,16.1,60.9,16.1,60.9,16.1,60.9,15.8,60.4,0,0,0,0,0.0,0.0,3.4,5.5,0.0,,,0,2025-05-16,266.98,268.3,266.46,268.03,585
1747386000,2025-05-16 05:00:00,16.3,61.3,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",2.2,3.6,250,WSW,1009.0,29.79,0.0,0.0,0.0,98,100,16.3,61.3,16.3,61.3,16.3,61.3,15.8,60.5,0,0,0,0,0.0,0.0,3.9,6.3,0.0,,,0,2025-05-16,268.16,268.31,267.54,267.71,1000
1747389600,2025-05-16 06:00:00,16.5,61.7,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",2.5,4.0,247,WSW,1009.0,29.79,0.0,0.0,0.0,96,100,16.5,61.7,16.5,61.7,16.5,61.7,15.9,60.6,0,0,0,0,0.0,0.0,4.4,7.1,4.0,,,0,2025-05-16,267.71,267.88,267.36,267.37,548
1747393200,2025-05-16 07:00:00,16.7,62.1,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",1.6,2.5,252,WSW,1009.0,29.79,0.0,0.0,0.0,95,100,16.7,62.1,16.7,62.1,16.7,62.1,15.9,60.6,0,0,0,0,10.0,6.0,2.5,4.0,4.0,,,0,2025-05-16,267.56,267.93,267.14,267.62,2637
1747396800,2025-05-16 08:00:00,17.4,63.3,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",1.6,2.5,245,WSW,1009.0,29.79,0.0,0.0,0.0,94,100,17.4,63.3,17.4,63.3,17.4,63.3,15.9,60.6,0,0,0,0,10.0,6.0,4.5,7.2,4.0,,,0,2025-05-16,267.87,267.99,266.52,266.73,8031
1747400400,2025-05-16 09:00:00,18.0,64.4,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",2.2,3.6,215,SW,1008.0,29.78,0.0,0.0,0.0,89,86,18.0,64.4,18.0,64.4,18.0,64.4,16.2,61.2,0,0,0,0,10.0,6.0,6.5,10.4,4.0,,,0,2025-05-16,266.73,267.0,265.15,266.89,474106
1747404000,2025-05-16 10:00:00,18.6,65.5,1,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",2.7,4.3,209,SSW,1008.0,29.77,0.1,0.0,0.0,87,79,18.6,65.5,18.6,65.5,18.6,65.5,16.4,61.4,1,100,0,0,10.0,6.0,7.1,11.5,4.0,,,0,2025-05-16,266.73,267.98,266.2,266.905,364894
1747407600,2025-05-16 11:00:00,19.4,67.0,1,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",3.6,5.8,190,S,1008.0,29.77,0.0,0.0,0.0,84,72,19.4,67.0,19.4,67.0,19.4,67.0,16.5,61.7,0,0,0,0,10.0,6.0,8.4,13.6,4.0,,,0,2025-05-16,267.01,267.13,264.67,264.83,698190
1747411200,2025-05-16 12:00:00,21.2,70.2,1,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",6.0,9.7,192,SSW,1008.0,29.77,0.0,0.0,0.0,81,78,21.2,70.2,21.2,70.2,24.3,75.7,17.3,63.2,0,0,0,0,10.0,6.0,10.3,16.6,5.0,,,0,2025-05-16,264.765,266.04,264.59,265.97,389565
